"index","citations","year","Author0","Author1","Author2","Author3","Author4","Author5","Author6","Author7","Author8","Author9","Author10","Author11","Author12","Author13","Author14","Author15","Author16","Author17"
"0","87","1987","Ju-Seog Jang","Soo-Young Lee","Sang-Yung Shin"
"1","94","1987","Stephen Jose Hanson","David J. Burr"
"2","1","1987","James M. Bower","Amir F. Atiya"
"3","5","1987","William Baxter","Bruce Dow"
"4","45","1987","Christopher L. Scofield","Douglas L. Reilly","Charles Elbaum","Leon N. Cooper"
"5","66","1987","Amir F. Atiya"
"6","22","1987","Tomaso A. Poggio","Anya C. Hurlbert"
"7","73","1987","W. Scott Stornetta","Tad Hogg","Bernardo A. Huberman"
"8","0","1987","Manuel F. Fernández"
"9","252","1987","Eric B. Baum","Frank Wilczek"
"10","0","1987","F. H. Schuling","H. A. K. Mastebroek","W. H. Zaagman"
"11","1","1987","Andreas Stafylopatis","Marios D. Dikaiakos","D. Kontoravdis"
"12","0","1987","Alexander Singer","John P. Donoghue"
"13","9","1987","Gérard Dreyfus","Isabelle Guyon","Jean-Pierre Nadal","Léon Personnaz"
"14","10","1987","Guo-Zheng Sun","Yee-Chun Lee","Hsing-Hen Chen"
"15","7","1987","Mark Derthick","Joe Tebelskis"
"16","59","1987","Ralph Linsker"
"17","3","1987","John Y. Cheung","Massoud Omidvar"
"18","0","1987","Manoel Fernando Tenorio"
"19","12","1987","James C. Houk"
"20","5","1987","Ronald Rosenfeld","David S. Touretzky"
"21","15","1987","Christof Koch","Jin Luo","Carver Mead","James Hutchinson"
"22","13","1987","Nathan H. Brown Jr."
"23","12","1987","Richard Granger","Jose Ambros-Ingerson","Howard Henry","Gary Lynch"
"24","2","1987","Eberhard E. Fetz"
"25","108","1987","A. J. Robinson","F. Fallside"
"26","5","1987","Darryl D. Coon","A. G. Unil Perera"
"27","620","1987","Alan S. Lapedes","Robert M. Farber"
"28","230","1987","William Y. Huang","Richard P. Lippmann"
"29","5","1987","Amir Dembo","Ofer Zeitouni"
"30","109","1987","John C. Platt","Alan H. Barr"
"31","59","1987","André J. Noest"
"32","36","1987","John S. Denker","Ben S. Wittner"
"33","1","1987","D. Lehmann","D. Brandeis","A. Horst","H. Ozaki","I. Pal"
"34","16","1987","Enis Ersü","Henning Tolle"
"35","15","1987","Tzi-Dar Chiueh","Rodney Goodman"
"36","9","1987","James M. Bower","Yiu-Fai Wong","Jashojiban Banik"
"37","50","1987","Dan Hammerstrom"
"38","11","1987","Anthony N. Michel","Jay A. Farrell","Wolfgang Porod"
"39","7","1987","Lyle J. Borg-Graham"
"40","157","1987","Harry Wechsler","George Lee Zimmerman"
"41","2","1987","Harrison MonFook Leong"
"42","8","1987","Jacques J. Vidal","John Haggerty"
"43","0","1987","Hisashi Suzuki","Suguru Arimoto"
"44","31","1987","J. F. Shepanski","S. A. Macy"
"45","54","1987","James M. Bower","Matthew A. Wilson"
"46","2","1987","Paolo Gaudiano"
"47","2","1987","Joshua Chover"
"48","1","1987","Clifford Lau","Vicente Honrubia"
"49","37","1987","Alan F. Murray","Anthony V. W. Smith","Zoe F. Butler"
"50","17","1987","Charles M. Marcus","R. M. Westervelt"
"51","21","1987","Philip A. Chou"
"52","15","1987","Ken Hsu","David Brady","Demetri Psaltis"
"53","65","1987","Bartlett W. Mel"
"54","9","1987","Bruce E. Rosen","James M. Goodwin","Jacques J. Vidal"
"55","164","1987","Geoffrey E. Hinton","James L. McClelland"
"56","0","1987","Michael T. Gately"
"57","34","1987","Mario P. Vecchi","Jawad A. Salehi"
"58","7","1987","Alexander Moopenn","H. Langenbacher","A. P. Thakoor","S. K. Khanna"
"59","37","1987","Les E. Atlas","Toshiteru Homma","Robert J. Marks II"
"60","26","1987","David J. Burr"
"61","11","1987","Thomas Petsche","Bradley W. Dickinson"
"62","2","1987","Jagmeet S. Kanwal"
"63","108","1987","C. Lee Giles","R. D. Griffin","T. Maxwell"
"64","109","1987","Jehoshua Bruck","Joseph W. Goodman"
"65","39","1987","Gerald Tesauro","Terrence J. Sejnowski"
"66","2","1987","Richard C. Windecker"
"67","7","1987","Pierre Baldi","Santosh S. Venkatesh"
"68","17","1987","James D. Keeler"
"69","5","1987","Bruce A. MacDonald"
