index,citations,year,Author0,Author1,Author2,Author3,Author4,Author5,Author6,Author7,Author8,Author9,Author10,Author11,Author12,Author13,Author14,Author15,Author16,Author17,citations_average
2502,59,2003,Curt Bererton,Geoffrey J. Gordon,Sebastian Thrun,,,,,,,,,,,,,,,,3.933333333333333
2504,31,2003,Peter J. Thomas,Donald J. Spencer,Sierra K. Hampton,Peter Park,Joseph P. Zurkus,,,,,,,,,,,,,,2.066666666666667
2511,119,2004,Ruei-sung Lin,David A. Ross,Jongwoo Lim,Ming-Hsuan Yang,,,,,,,,,,,,,,,8.5
2514,39,2004,Peter M. Todd,Anja Dieckmann,,,,,,,,,,,,,,,,,2.7857142857142856
2516,22,2004,Miguel Figueroa,Seth Bridges,Chris Diorio,,,,,,,,,,,,,,,,1.5714285714285714
2518,25,2004,Pierre Moreels,Pietro Perona,,,,,,,,,,,,,,,,,1.7857142857142858
2520,3557,2004,Yee W. Teh,Michael I. Jordan,Matthew J. Beal,David M. Blei,,,,,,,,,,,,,,,254.07142857142858
2521,435,2004,Nuttapong Chentanez,Andrew G. Barto,Satinder P. Singh,,,,,,,,,,,,,,,,31.071428571428573
2522,48,2004,Eyal Even-dar,Sham M. Kakade,Yishay Mansour,,,,,,,,,,,,,,,,3.4285714285714284
2523,265,2004,Nicolò Cesa-bianchi,Claudio Gentile,Andrea Tironi,Luca Zaniboni,,,,,,,,,,,,,,,18.928571428571427
2524,43,2004,Andras D. Ferencz,Erik G. Learned-miller,Jitendra Malik,,,,,,,,,,,,,,,,3.0714285714285716
2525,63,2004,Nils Bertschinger,Thomas Natschläger,Robert A. Legenstein,,,,,,,,,,,,,,,,4.5
2527,1,2004,Rob Fergus,Andrew Zisserman,Pietro Perona,,,,,,,,,,,,,,,,0.07142857142857142
2531,10,2004,Clayton Scott,Robert Nowak,,,,,,,,,,,,,,,,,0.7142857142857143
2532,177,2004,Jochen Triesch,,,,,,,,,,,,,,,,,,12.642857142857142
2533,150,2004,Wolf Kienzle,Matthias O. Franz,Bernhard Schölkopf,Gökhan H. Bakir,,,,,,,,,,,,,,,10.714285714285714
2534,10,2004,Máté Lengyel,Peter Dayan,,,,,,,,,,,,,,,,,0.7142857142857143
2535,65,2004,Daniel B. Neill,Andrew W. Moore,Francisco Pereira,Tom M. Mitchell,,,,,,,,,,,,,,,4.642857142857143
2537,132,2004,Erik B. Sudderth,Michael I. Mandel,William T. Freeman,Alan S. Willsky,,,,,,,,,,,,,,,9.428571428571429
2539,811,2004,Alexandre D'aspremont,Laurent E. Ghaoui,Michael I. Jordan,Gert R. Lanckriet,,,,,,,,,,,,,,,57.92857142857143
2541,50,2004,Xiang Yan,Persi Diaconis,Paat Rusmevichientong,Benjamin V. Roy,,,,,,,,,,,,,,,3.5714285714285716
2542,13,2004,Jan E. Solem,Fredrik Kahl,,,,,,,,,,,,,,,,,0.9285714285714286
2543,113,2004,Francis R. Bach,Michael I. Jordan,,,,,,,,,,,,,,,,,8.071428571428571
2544,10,2004,Yuanqing Lin,Daniel D. Lee,,,,,,,,,,,,,,,,,0.7142857142857143
2545,58,2004,Olivier Chapelle,Zaïd Harchaoui,,,,,,,,,,,,,,,,,4.142857142857143
2546,107,2004,Pascal Poupart,Craig Boutilier,,,,,,,,,,,,,,,,,7.642857142857143
2548,3,2004,Tobias Blaschke,Laurenz Wiskott,,,,,,,,,,,,,,,,,0.21428571428571427
2549,42,2004,David C. Parkes,Dimah Yanovsky,Satinder P. Singh,,,,,,,,,,,,,,,,3.0
2551,6,2004,Johannes Mohr,Klaus Obermayer,,,,,,,,,,,,,,,,,0.42857142857142855
2552,24,2004,John Winn,Andrew Blake,,,,,,,,,,,,,,,,,1.7142857142857142
2554,164,2004,Moray Allan,Christopher Williams,,,,,,,,,,,,,,,,,11.714285714285714
2555,222,2004,Phillip Boyle,Marcus Frean,,,,,,,,,,,,,,,,,15.857142857142858
2556,52,2004,Volker Roth,,,,,,,,,,,,,,,,,,3.7142857142857144
2559,1809,2004,Lihi Zelnik-manor,Pietro Perona,,,,,,,,,,,,,,,,,129.21428571428572
2561,55,2004,Antti Honkela,Harri Valpola,,,,,,,,,,,,,,,,,3.9285714285714284
2564,32,2004,Marco Cuturi,Jean-philippe Vert,,,,,,,,,,,,,,,,,2.2857142857142856
2565,136,2004,Balaji Krishnapuram,David Williams,Ya Xue,Lawrence Carin,Mário Figueiredo,Alexander J. Hartemink,,,,,,,,,,,,,9.714285714285714
2566,87,2004,Fei Sha,Lawrence K. Saul,,,,,,,,,,,,,,,,,6.214285714285714
2568,10,2004,Alan L. Yuille,,,,,,,,,,,,,,,,,,0.7142857142857143
2569,45,2004,Saharon Rosset,Ji Zhu,Hui Zou,Trevor J. Hastie,,,,,,,,,,,,,,,3.2142857142857144
2570,0,2004,Richard S. Sutton,Brian Tanner,,,,,,,,,,,,,,,,,0.0
2571,17,2004,Joris M. Mooij,Hilbert J. Kappen,,,,,,,,,,,,,,,,,1.2142857142857142
2572,51,2004,Mark Craven,Joseph Bockhorst,,,,,,,,,,,,,,,,,3.642857142857143
2573,38,2004,Daniela D. Farias,Nimrod Megiddo,,,,,,,,,,,,,,,,,2.7142857142857144
2574,8,2004,Khashayar Rohanimanesh,Robert Platt,Sridhar Mahadevan,Roderic Grupen,,,,,,,,,,,,,,,0.5714285714285714
2575,165,2004,Jacob Goldberger,Sam T. Roweis,,,,,,,,,,,,,,,,,11.785714285714286
2576,9,2004,Le Lu,Gregory D. Hager,Laurent Younes,,,,,,,,,,,,,,,,0.6428571428571429
2578,26,2004,Liam Paninski,,,,,,,,,,,,,,,,,,1.8571428571428572
2579,107,2004,Alan L. Yuille,,,,,,,,,,,,,,,,,,7.642857142857143
2580,7,2004,Rasmus K. Olsson,Lars K. Hansen,,,,,,,,,,,,,,,,,0.5
2581,80,2004,Tomoharu Iwata,Kazumi Saito,Naonori Ueda,Sean Stromsten,Thomas L. Griffiths,Joshua B. Tenenbaum,,,,,,,,,,,,,5.714285714285714
2583,124,2004,Hideto Kazawa,Tomonori Izumitani,Hirotoshi Taira,Eisaku Maeda,,,,,,,,,,,,,,,8.857142857142858
2584,27,2004,Hyun J. Park,Te W. Lee,,,,,,,,,,,,,,,,,1.9285714285714286
2586,19,2004,Dustin Lang,Nando D. Freitas,,,,,,,,,,,,,,,,,1.3571428571428572
2589,4,2004,Fredrik Bissmarck,Hiroyuki Nakahara,Kenji Doya,Okihide Hikosaka,,,,,,,,,,,,,,,0.2857142857142857
2590,27,2004,Tzu-kuo Huang,Chih-jen Lin,Ruby C. Weng,,,,,,,,,,,,,,,,1.9285714285714286
2592,193,2004,Thomas N. Lal,Thilo Hinterberger,Guido Widman,Michael Schröder,N. J. Hill,Wolfgang Rosenstiel,Christian E. Elger,Niels Birbaumer,Bernhard Schölkopf,,,,,,,,,,13.785714285714286
2594,34,2004,Eizaburo Doi,Michael S. Lewicki,,,,,,,,,,,,,,,,,2.4285714285714284
2597,187,2004,Taku Kudo,Eisaku Maeda,Yuji Matsumoto,,,,,,,,,,,,,,,,13.357142857142858
2601,121,2004,Francis R. Bach,Romain Thibaux,Michael I. Jordan,,,,,,,,,,,,,,,,8.642857142857142
2603,138,2004,Dan Pelleg,Andrew W. Moore,,,,,,,,,,,,,,,,,9.857142857142858
2604,287,2004,Margarita Osadchy,Matthew L. Miller,Yann L. Cun,,,,,,,,,,,,,,,,20.5
2605,45,2004,Michael P. Holmes,Charles Jr.,,,,,,,,,,,,,,,,,3.2142857142857144
2608,135,2004,Changjiang Yang,Ramani Duraiswami,Larry S. Davis,,,,,,,,,,,,,,,,9.642857142857142
2609,28,2004,Maxim Likhachev,Sebastian Thrun,Geoffrey J. Gordon,,,,,,,,,,,,,,,,2.0
2611,22,2004,Liam Paninski,,,,,,,,,,,,,,,,,,1.5714285714285714
2613,5,2004,Bernd Fischer,Volker Roth,Jonas Grossmann,Sacha Baginsky,Wilhelm Gruissem,Franz Roos,Peter Widmayer,Joachim M. Buhmann,,,,,,,,,,,0.35714285714285715
2616,19,2004,Evan C. Smith,Michael S. Lewicki,,,,,,,,,,,,,,,,,1.3571428571428572
2619,4,2004,Kosuke Hamaguchi,Masato Okada,Kazuyuki Aihara,,,,,,,,,,,,,,,,0.2857142857142857
2620,400,2004,Isabelle Guyon,Steve Gunn,Asa Ben-Hur,Gideon Dror,,,,,,,,,,,,,,,28.571428571428573
2622,5,2004,Mukund Narasimhan,Jeff A. Bilmes,,,,,,,,,,,,,,,,,0.35714285714285715
2623,170,2004,Zhengdong Lu,Todd K. Leen,,,,,,,,,,,,,,,,,12.142857142857142
2624,105,2004,Michael Fink,,,,,,,,,,,,,,,,,,7.5
2625,214,2004,Denny Zhou,Thomas Hofmann,Bernhard Schölkopf,,,,,,,,,,,,,,,,15.285714285714286
2626,9,2004,Shai Avidan,Moshe Butman,,,,,,,,,,,,,,,,,0.6428571428571429
2628,86,2004,Scott J. Gaffney,Padhraic Smyth,,,,,,,,,,,,,,,,,6.142857142857143
2629,127,2004,Rob Powers,Yoav Shoham,,,,,,,,,,,,,,,,,9.071428571428571
2631,29,2004,Ingo Steinwart,Don Hush,Clint Scovel,,,,,,,,,,,,,,,,2.0714285714285716
2633,195,2004,Jinbo Bi,Tong Zhang,,,,,,,,,,,,,,,,,13.928571428571429
2634,10,2004,Suvrit Sra,Joel Tropp,Inderjit S. Dhillon,,,,,,,,,,,,,,,,0.7142857142857143
2635,29,2004,R. J. Vogelstein,Udayan Mallik,Eugenio Culurciello,Gert Cauwenberghs,Ralph Etienne-Cummings,,,,,,,,,,,,,,2.0714285714285716
2636,25,2004,H. J. Kim,Andrew Y. Ng,,,,,,,,,,,,,,,,,1.7857142857142858
2637,1363,2004,Jacob Goldberger,Geoffrey E. Hinton,Sam T. Roweis,Ruslan R. Salakhutdinov,,,,,,,,,,,,,,,97.35714285714286
2638,443,2004,Linli Xu,James Neufeld,Bryce Larson,Dale Schuurmans,,,,,,,,,,,,,,,31.642857142857142
2641,12,2004,Philip M. Long,Xinyu Wu,,,,,,,,,,,,,,,,,0.8571428571428571
2642,39,2004,Peter Sollich,Christopher Williams,,,,,,,,,,,,,,,,,2.7857142857142856
2646,22,2004,Alex J. Smola,S.v.n. Vishwanathan,,,,,,,,,,,,,,,,,1.5714285714285714
2647,16,2004,Mario Marchand,Mohak Shah,,,,,,,,,,,,,,,,,1.1428571428571428
2648,47,2004,Felix Schürmann,Karlheinz Meier,Johannes Schemmel,,,,,,,,,,,,,,,,3.357142857142857
2650,32,2004,Fabio Aiolli,Alessandro Sperduti,,,,,,,,,,,,,,,,,2.2857142857142856
2653,84,2004,Léon Bottou,Jason Weston,Gökhan H. Bakir,,,,,,,,,,,,,,,,6.0
2654,40,2004,Richard S. Zemel,Rama Natarajan,Peter Dayan,Quentin J. Huys,,,,,,,,,,,,,,,2.857142857142857
2655,21,2004,Alan A. Stocker,Eero P. Simoncelli,,,,,,,,,,,,,,,,,1.5
2658,53,2004,Massimiliano Pavan,Marcello Pelillo,,,,,,,,,,,,,,,,,3.7857142857142856
2660,5,2004,Odelia Schwartz,Terrence J. Sejnowski,Peter Dayan,,,,,,,,,,,,,,,,0.35714285714285715
2661,146,2004,Charles A. Micchelli,Massimiliano Pontil,,,,,,,,,,,,,,,,,10.428571428571429
2662,45,2004,Saharon Rosset,,,,,,,,,,,,,,,,,,3.2142857142857144
2665,243,2004,Sanjoy Dasgupta,,,,,,,,,,,,,,,,,,17.357142857142858
2666,61,2004,Joachim Giesen,Simon Spalinger,Bernhard Schölkopf,,,,,,,,,,,,,,,,4.357142857142857
2667,10,2004,Koji Tsuda,Gunnar Rätsch,Manfred K. Warmuth,,,,,,,,,,,,,,,,0.7142857142857143
2668,46,2004,Robert Jenssen,Deniz Erdogmus,Jose Principe,Torbjørn Eltoft,,,,,,,,,,,,,,,3.2857142857142856
2669,35,2004,Roland Memisevic,Geoffrey E. Hinton,,,,,,,,,,,,,,,,,2.5
2670,616,2004,Jieping Ye,Ravi Janardan,Qi Li,,,,,,,,,,,,,,,,44.0
2672,89,2004,Peter L. Bartlett,Michael Collins,Ben Taskar,David A. McAllester,,,,,,,,,,,,,,,6.357142857142857
2673,24,2004,Amnon Shashua,Tamir Hazan,,,,,,,,,,,,,,,,,1.7142857142857142
2674,46,2004,Alexander T. Ihler,John W. Fisher,Alan S. Willsky,,,,,,,,,,,,,,,,3.2857142857142856
2677,4,2004,Daniela D. Farias,Benjamin V. Roy,,,,,,,,,,,,,,,,,0.2857142857142857
2678,582,2004,Elizaveta Levina,Peter J. Bickel,,,,,,,,,,,,,,,,,41.57142857142857
2683,64,2004,Jianlin Cheng,Alessandro Vullo,Pierre F. Baldi,,,,,,,,,,,,,,,,4.571428571428571
2685,193,2004,Dashan Gao,Nuno Vasconcelos,,,,,,,,,,,,,,,,,13.785714285714286
2687,64,2004,Tao Xiong,Jieping Ye,Qi Li,Ravi Janardan,Vladimir Cherkassky,,,,,,,,,,,,,,4.571428571428571
2690,25,2004,Shantanu Chakrabartty,Gert Cauwenberghs,,,,,,,,,,,,,,,,,1.7857142857142858
2691,28,2004,Sham M. Kakade,Andrew Y. Ng,,,,,,,,,,,,,,,,,2.0
2693,141,2004,Anton Schwaighofer,Volker Tresp,Kai Yu,,,,,,,,,,,,,,,,10.071428571428571
2695,235,2004,Dragomir Anguelov,Praveen Srinivasan,Hoi-cheung Pang,Daphne Koller,Sebastian Thrun,James Davis,,,,,,,,,,,,,16.785714285714285
2696,278,2004,Kumar Chellapilla,Patrice Y. Simard,,,,,,,,,,,,,,,,,19.857142857142858
2697,431,2004,Antonio Torralba,Kevin P. Murphy,William T. Freeman,,,,,,,,,,,,,,,,30.785714285714285
2698,13,2004,Shyam Visweswaran,Gregory F. Cooper,,,,,,,,,,,,,,,,,0.9285714285714286
2700,293,2004,Jing Wang,Zhenyue Zhang,Hongyuan Zha,,,,,,,,,,,,,,,,20.928571428571427
2704,26,2004,Chakra Chennubhotla,Allan D. Jepson,,,,,,,,,,,,,,,,,1.8571428571428572
2707,84,2004,Angela J. Yu,Peter Dayan,,,,,,,,,,,,,,,,,6.0
2709,42,2004,Einat Klein,Rachel Mislovaty,Ido Kanter,Andreas Ruttor,Wolfgang Kinzel,,,,,,,,,,,,,,3.0
2711,1,2004,Balázs Kégl,,,,,,,,,,,,,,,,,,0.07142857142857142
2712,116,2004,Wojtek Kowalczyk,Nikos Vlassis,,,,,,,,,,,,,,,,,8.285714285714286
2714,3,2005,Manfred Opper,,,,,,,,,,,,,,,,,,0.23076923076923078
2715,5,2005,Misha Ahrens,Liam Paninski,Quentin J. Huys,,,,,,,,,,,,,,,,0.38461538461538464
2718,40,2005,Max Welling,Peter V. Gehler,,,,,,,,,,,,,,,,,3.076923076923077
2719,263,2005,Jason Farquhar,David Hardoon,Hongying Meng,John S. Shawe-taylor,Sándor Szedmák,,,,,,,,,,,,,,20.23076923076923
2722,10,2005,Yusuke Nakashita,Yoshio Mita,Tadashi Shibata,,,,,,,,,,,,,,,,0.7692307692307693
2725,143,2005,Andreas Argyriou,Mark Herbster,Massimiliano Pontil,,,,,,,,,,,,,,,,11.0
2726,3,2005,Artur Garcez,Luis C. Lamb,Dov M. Gabbay,,,,,,,,,,,,,,,,0.23076923076923078
2727,1608,2005,Kilian Q. Weinberger,John Blitzer,Lawrence K. Saul,,,,,,,,,,,,,,,,123.6923076923077
2728,82,2005,Yael Niv,Nathaniel D. Daw,Peter Dayan,,,,,,,,,,,,,,,,6.3076923076923075
2729,20,2005,Thomas Gärtner,Quoc V. Le,Simon Burton,Alex J. Smola,Vishy Vishwanathan,,,,,,,,,,,,,,1.5384615384615385
2731,625,2005,Ashutosh Saxena,Sung H. Chung,Andrew Y. Ng,,,,,,,,,,,,,,,,48.07692307692308
2733,34,2005,Nicolas Usunier,Massih-reza Amini,Patrick Gallinari,,,,,,,,,,,,,,,,2.6153846153846154
2734,78,2005,Xuerui Wang,Natasha Mohanty,Andrew McCallum,,,,,,,,,,,,,,,,6.0
2735,2,2005,Ofer Pasternak,Nathan Intrator,Nir Sochen,Yaniv Assaf,,,,,,,,,,,,,,,0.15384615384615385
2737,745,2005,John D. Lafferty,David M. Blei,,,,,,,,,,,,,,,,,57.30769230769231
2738,0,2005,Teemu Roos,Peter Grünwald,Petri Myllymäki,Henry Tirri,,,,,,,,,,,,,,,0.0
2739,3,2005,Andre V. Schaik,Richard Reeve,Craig Jin,Tara Hamilton,,,,,,,,,,,,,,,0.23076923076923078
2740,457,2005,Raymond J. Mooney,Razvan C. Bunescu,,,,,,,,,,,,,,,,,35.15384615384615
2743,150,2005,Zoubin Ghahramani,Katherine A. Heller,,,,,,,,,,,,,,,,,11.538461538461538
2744,14,2005,Jung Hoon Lee,Xiaolong Ma,Konstantin K. Likharev,,,,,,,,,,,,,,,,1.0769230769230769
2746,27,2005,Le Song,Evian Gordon,Elly Gysels,,,,,,,,,,,,,,,,2.076923076923077
2747,30,2005,Wolfgang Maass,Prashant Joshi,Eduardo D. Sontag,,,,,,,,,,,,,,,,2.3076923076923075
2750,1174,2005,Xiaofei He,Deng Cai,Partha Niyogi,,,,,,,,,,,,,,,,90.3076923076923
2751,389,2005,Suvrit Sra,Inderjit S. Dhillon,,,,,,,,,,,,,,,,,29.923076923076923
2752,387,2005,Boaz Nadler,Stephane Lafon,Ioannis Kevrekidis,Ronald R. Coifman,,,,,,,,,,,,,,,29.76923076923077
2754,126,2005,John V. Arthur,Kwabena Boahen,,,,,,,,,,,,,,,,,9.692307692307692
2756,14,2005,Jaety Edwards,David Forsyth,,,,,,,,,,,,,,,,,1.0769230769230769
2758,182,2005,Sören Sonnenburg,Gunnar Rätsch,Christin Schäfer,,,,,,,,,,,,,,,,14.0
2759,20,2005,Larry Wasserman,John D. Lafferty,,,,,,,,,,,,,,,,,1.5384615384615385
2761,572,2005,Laurent Itti,Pierre F. Baldi,,,,,,,,,,,,,,,,,44.0
2762,29,2005,Vidhya Navalpakkam,Laurent Itti,,,,,,,,,,,,,,,,,2.230769230769231
2763,11,2005,Mikaela Keller,Samy Bengio,Siew Y. Wong,,,,,,,,,,,,,,,,0.8461538461538461
2765,72,2005,Tong Zhang,Rie Kubota Ando,,,,,,,,,,,,,,,,,5.538461538461538
2766,148,2005,Yoshua Bengio,Olivier Delalleau,Nicolas L. Roux,,,,,,,,,,,,,,,,11.384615384615385
2767,23,2005,Hongjing Lu,Alan L. Yuille,,,,,,,,,,,,,,,,,1.7692307692307692
2769,30,2005,David Barber,Felix V. Agakov,,,,,,,,,,,,,,,,,2.3076923076923075
2770,2,2005,Yunsong Huang,B. Keith Jenkins,,,,,,,,,,,,,,,,,0.15384615384615385
2772,17,2005,Odelia Schwartz,Peter Dayan,Terrence J. Sejnowski,,,,,,,,,,,,,,,,1.3076923076923077
2774,3,2005,Jarmo Hurri,,,,,,,,,,,,,,,,,,0.23076923076923078
2775,15,2005,Eric Saund,,,,,,,,,,,,,,,,,,1.1538461538461537
2776,24,2005,Wei Zhang,Hyejin Yang,Dimitris Samaras,Gregory J. Zelinsky,,,,,,,,,,,,,,,1.8461538461538463
2777,34,2005,Brad Schumitsch,Sebastian Thrun,Gary Bradski,Kunle Olukotun,,,,,,,,,,,,,,,2.6153846153846154
2778,11,2005,Herbert Jaeger,Mingjie Zhao,Andreas Kolling,,,,,,,,,,,,,,,,0.8461538461538461
2779,37,2005,Long Zhu,Alan L. Yuille,,,,,,,,,,,,,,,,,2.8461538461538463
2780,95,2005,Pieter Abbeel,Varun Ganapathi,Andrew Y. Ng,,,,,,,,,,,,,,,,7.3076923076923075
2781,962,2005,Edward Snelson,Zoubin Ghahramani,,,,,,,,,,,,,,,,,74.0
2785,1,2005,K. Y. Michael Wong,David Saad,Zhuo Gao,,,,,,,,,,,,,,,,0.07692307692307693
2787,34,2005,Brent Bryan,Robert C. Nichol,Christopher R. Genovese,Jeff Schneider,Christopher J. Miller,Larry Wasserman,,,,,,,,,,,,,2.6153846153846154
2788,37,2005,Lacey Gunter,Ji Zhu,,,,,,,,,,,,,,,,,2.8461538461538463
2789,17,2005,Doron Blatt,Alfred O. Hero,,,,,,,,,,,,,,,,,1.3076923076923077
2790,1,2005,Benjamin V. Roy,,,,,,,,,,,,,,,,,,0.07692307692307693
2792,1,2005,Wentao Huang,Licheng Jiao,Shan Tan,Maoguo Gong,,,,,,,,,,,,,,,0.07692307692307693
2794,136,2005,Daniel B. Neill,Andrew W. Moore,Gregory F. Cooper,,,,,,,,,,,,,,,,10.461538461538462
2798,124,2005,Y. Altun,D. McAllester,M. Belkin,,,,,,,,,,,,,,,,9.538461538461538
2802,15,2005,Manfred K. Warmuth,,,,,,,,,,,,,,,,,,1.1538461538461537
2804,27,2005,Eizaburo Doi,Doru C. Balcan,Michael S. Lewicki,,,,,,,,,,,,,,,,2.076923076923077
2805,35,2005,Malte Kuss,Carl E. Rasmussen,,,,,,,,,,,,,,,,,2.6923076923076925
2806,14,2005,Bo Wen,Kwabena A. Boahen,,,,,,,,,,,,,,,,,1.0769230769230769
2807,9,2005,Daichi Mochihashi,Yuji Matsumoto,,,,,,,,,,,,,,,,,0.6923076923076923
2808,19,2005,Jean-pascal Pfister,Wulfram Gerstner,,,,,,,,,,,,,,,,,1.4615384615384615
2809,5,2005,Robert A. Legenstein,Wolfgang Maass,,,,,,,,,,,,,,,,,0.38461538461538464
2811,13,2005,Juan J. Murillo-fuentes,Sebastian Caro,Fernando Pérez-Cruz,,,,,,,,,,,,,,,,1.0
2813,66,2005,Ran Gilad-bachrach,Amir Navot,Naftali Tishby,,,,,,,,,,,,,,,,5.076923076923077
2818,72,2005,Mukund Narasimhan,Nebojsa Jojic,Jeff A. Bilmes,,,,,,,,,,,,,,,,5.538461538461538
2819,11,2005,Gergő Orbán,Jozsef Fiser,Richard N. Aslin,Máté Lengyel,,,,,,,,,,,,,,,0.8461538461538461
2820,15,2005,Abdullah Celik,Milutin Stanacevic,Gert Cauwenberghs,,,,,,,,,,,,,,,,1.1538461538461537
2821,57,2005,Ashish Kapoor,Hyungil Ahn,Yuan Qi,Rosalind W. Picard,,,,,,,,,,,,,,,4.384615384615385
2823,61,2005,Peter Mccracken,Michael Bowling,,,,,,,,,,,,,,,,,4.6923076923076925
2824,381,2005,Jack Wang,Aaron Hertzmann,David J. Fleet,,,,,,,,,,,,,,,,29.307692307692307
2827,5,2005,Tatsuto Murayama,Peter Davis,,,,,,,,,,,,,,,,,0.38461538461538464
2828,69,2005,Deepak Verma,Rajesh P. Rao,,,,,,,,,,,,,,,,,5.3076923076923075
2829,10,2005,XuanLong Nguyen,Martin J. Wainwright,Michael I. Jordan,,,,,,,,,,,,,,,,0.7692307692307693
2830,129,2005,Clayton Scott,Robert Nowak,,,,,,,,,,,,,,,,,9.923076923076923
2832,20,2005,Xuejun Liao,Lawrence Carin,,,,,,,,,,,,,,,,,1.5384615384615385
2834,4,2005,Régis Vert,Jean-philippe Vert,,,,,,,,,,,,,,,,,0.3076923076923077
2835,51,2005,Christopher Williams,John Quinn,Neil Mcintosh,,,,,,,,,,,,,,,,3.923076923076923
2837,257,2005,J. I. Alvarez-hamelin,Luca Dall'asta,Alain Barrat,Alessandro Vespignani,,,,,,,,,,,,,,,19.76923076923077
2838,101,2005,Sebastian Thrun,,,,,,,,,,,,,,,,,,7.769230769230769
2839,42,2005,Aurelie C. Lozano,Sanjeev R. Kulkarni,Robert E. Schapire,,,,,,,,,,,,,,,,3.230769230769231
2840,47,2005,Renaud Jolivet,Alexander Rauch,Hans-rudolf Lüscher,Wulfram Gerstner,,,,,,,,,,,,,,,3.6153846153846154
2841,431,2005,Xiaofei He,Deng Cai,Partha Niyogi,,,,,,,,,,,,,,,,33.15384615384615
2843,13,2005,Gilles Blanchard,Masashi Sugiyama,Motoaki Kawanabe,Vladimir Spokoiny,Klaus-Robert Müller,,,,,,,,,,,,,,1.0
2846,671,2005,Amir Globerson,Sam T. Roweis,,,,,,,,,,,,,,,,,51.61538461538461
2847,1,2005,Minija Tamosiunaite,Bernd Porr,Florentin Wörgötter,,,,,,,,,,,,,,,,0.07692307692307693
2848,77,2005,Antoni B. Chan,Nuno Vasconcelos,,,,,,,,,,,,,,,,,5.923076923076923
2850,13,2005,Rory Sayres,David Ress,Kalanit Grill-spector,,,,,,,,,,,,,,,,1.0
2851,103,2005,R. Serrano-Gotarredona,M. Oster,P. Lichtsteiner,A. Linares-Barranco,R. Paz-Vicente,F. Gomez-Rodriguez,H. Kolle Riis,T. Delbruck,S. C. Liu,S. Zahnd,A. M. Whatley,R. Douglas,P. Hafliger,G. Jimenez-Moreno,A. Civit,T. Serrano-Gotarredona,A. Acosta-Jimenez,B. Linares-Barranco,7.923076923076923
2852,67,2005,Samuel M. McClure,Mark S. Gilzenrat,Jonathan D. Cohen,,,,,,,,,,,,,,,,5.153846153846154
2853,107,2005,Brendan J. Frey,Delbert Dueck,,,,,,,,,,,,,,,,,8.23076923076923
2855,36,2005,Jun Suzuki,Hideki Isozaki,,,,,,,,,,,,,,,,,2.769230769230769
2856,5,2005,Ricky Der,Daniel D. Lee,,,,,,,,,,,,,,,,,0.38461538461538464
2857,0,2005,Viren Jain,Valentin Zhigulin,H. S. Seung,,,,,,,,,,,,,,,,0.0
2858,6,2005,Anatoli Juditsky,Alexander Nazin,Alexandre Tsybakov,Nicolas Vayatis,,,,,,,,,,,,,,,0.46153846153846156
2861,92,2005,Seung-jean Kim,Alessandro Magnani,Stephen Boyd,,,,,,,,,,,,,,,,7.076923076923077
2862,60,2005,Dmitry Malioutov,Alan S. Willsky,Jason K. Johnson,,,,,,,,,,,,,,,,4.615384615384615
2866,100,2005,Laurent Zwald,Gilles Blanchard,,,,,,,,,,,,,,,,,7.6923076923076925
2867,64,2005,Ben Taskar,Simon Lacoste-Julien,Michael I. Jordan,,,,,,,,,,,,,,,,4.923076923076923
2868,557,2005,James Diebel,Sebastian Thrun,,,,,,,,,,,,,,,,,42.84615384615385
2869,32,2005,Jin Yu,Douglas Aberdeen,Nicol N. Schraudolph,,,,,,,,,,,,,,,,2.4615384615384617
2870,171,2005,Antonio Torralba,Alan S. Willsky,Erik B. Sudderth,William T. Freeman,,,,,,,,,,,,,,,13.153846153846153
2871,29,2005,Mark Steyvers,Scott Brown,,,,,,,,,,,,,,,,,2.230769230769231
2873,12,2005,Peter Dayan,Angela J. Yu,,,,,,,,,,,,,,,,,0.9230769230769231
2874,342,2005,Purnamrita Sarkar,Andrew W. Moore,,,,,,,,,,,,,,,,,26.307692307692307
2876,20,2005,Sham Kakade,Adam Tauman Kalai,,,,,,,,,,,,,,,,,1.5384615384615385
2877,78,2005,Kevin Lang,,,,,,,,,,,,,,,,,,6.0
2880,24,2005,Iain Murray,David MacKay,Zoubin Ghahramani,John Skilling,,,,,,,,,,,,,,,1.8461538461538463
2881,27,2005,Nicolas Loeff,Himanshu Arora,Alexander Sorokin,David Forsyth,,,,,,,,,,,,,,,2.076923076923077
2884,26,2005,Drew Bagnell,Andrew Y. Ng,,,,,,,,,,,,,,,,,2.0
2885,20,2005,Marton G. Danoczy,Richard H. R. Hahnloser,,,,,,,,,,,,,,,,,1.5384615384615385
2886,88,2005,Alan A. Stocker,Eero P. Simoncelli,,,,,,,,,,,,,,,,,6.769230769230769
2887,17,2005,Sham M. Kakade,Matthias W. Seeger,Dean P. Foster,,,,,,,,,,,,,,,,1.3076923076923077
2889,26,2005,Uri Maoz,Elon Portugaly,Tamar Flash,Yair Weiss,,,,,,,,,,,,,,,2.0
2890,161,2005,Miroslav Dudík,Steven J. Phillips,Robert E. Schapire,,,,,,,,,,,,,,,,12.384615384615385
2892,7,2005,David Arathorn,,,,,,,,,,,,,,,,,,0.5384615384615384
