index,citations,year,Affiliation0,Affiliation1,Affiliation2,Affiliation3,Affiliation4,Affiliation5,Affiliation6,Affiliation7,Affiliation8,Affiliation9,citations_average
1478,14,1998,"Professor, Information and Communication Technologies, Asian Institute of Technology",,,,,,,,,,0.7
1481,57,1998,,,,,,,,,,,2.85
1485,2,1998,,,,,,,,,,,0.1
1487,8,1998,SRI International,Columbia University,,,,,,,,,0.4
1490,0,1998,"Professor of Electrical Engineeringe, Technion",,,,,,,,,,0.0
1491,54,1998,,,,,,,,,,,2.7
1493,93,1998,NICT CINET & Osaka University,,,,,,,,,,4.65
1495,83,1998,,,,,,,,,,,4.15
1497,10,1998,,,,,,,,,,,0.5
1499,29,1998,,,,,,,,,,,1.45
1503,141,1998,,,,,,,,,,,7.05
1505,123,1998,,,,,,,,,,,6.15
1509,12,1998,,,,,,,,,,,0.6
1511,0,1998,,,,,,,,,,,0.0
1512,8,1998,,,,,,,,,,,0.4
1513,87,1998,,,,,,,,,,,4.35
1516,7,1998,,,,,,,,,,,0.35
1517,50,1998,"DeepMind and Dept of Computing Science, University of Alberta",,,,,,,,,,2.5
1518,11,1998,,,,,,,,,,,0.55
1520,36,1998,,,,,,,,,,,1.8
1521,34,1998,Professor of Statistical Mechanics,,,,,,,,,,1.7
1523,0,1998,,,,,,,,,,,0.0
1524,3,1998,"Sr. Director, Computational Imaging","Distinguished Professor & Chancellor's Professor of Computer Science, UCLA",,,,,,,,,0.15
1525,308,1998,"Distinguished Scientist, Microsoft Research, Cambridge, UK",,,,,,,,,,15.4
1526,115,1998,,,,,,,,,,,5.75
1527,56,1998,,,,,,,,,,,2.8
1528,2,1998,,,,,,,,,,,0.1
1529,13,1998,,,,,,,,,,,0.65
1530,14,1998,The Institute of Statistical Mathematics,,,,,,,,,,0.7
1532,18,1998,"Professor, École de technologie supérieure (U. du Québec), LIVIA, REPARTI","Wang Professor of Cognitive and Neural Systems, Boston University",,,,,,,,,0.9
1535,248,1998,University of Cambridge,,,,,,,,,,12.4
1536,11,1998,,,,,,,,,,,0.55
1539,25,1998,"Professor of Computer Science, University of Southern California","Professor of Cognitive Biology, Magdeburg",,,,,,,,,1.25
1540,45,1998,,,,,,,,,,,2.25
1541,106,1998,,,,,,,,,,,5.3
1543,878,1998,"Professor of Mathematical Sciences, Renssealer Polytechnic Institute",Gebze Technical University,,,,,,,,,43.9
1544,215,1998,"Professor, University of Cambridge, and Chief Scientist, Uber",,,,,,,,,,10.75
1546,16,1998,,,,,,,,,,,0.8
1548,6,1998,,,,,,,,,,,0.3
1549,0,1998,,,,,,,,,,,0.0
1551,33,1998,,,,,,,,,,,1.65
1553,88,1998,"Professor of Computer Science and Life Sciences, Hebrew University",,,,,,,,,,4.4
1554,58,1998,,,,,,,,,,,2.9
1555,59,1998,"Professor of Statistics, University of Wisconsin-Madison",,,,,,,,,,2.95
1556,11,1998,"Professor of Machine Learning, Johannes Kepler University Linz",,,,,,,,,,0.55
1557,7,1998,"Professor of Bioengineering and Co-Director, Institute for Neural Computation, UC San …",,,,,,,,,,0.35
1558,7,1998,"Dept. of Math. & Comput. Sci., Tokyo Institute of Technology",Aston University,,,,,,,,,0.35
1559,3,1998,,,,,,,,,,,0.15
1562,51,1998,,,,,,,,,,,2.55
1563,391,1998,NTT コミュニケーション科学基礎研究所,Chubu University,"Professor, University of Cambridge, and Chief Scientist, Uber",,,,,,,,19.55
1564,5,1998,"Professor of Computer Science, Academic College of Tel Aviv",,,,,,,,,,0.25
1565,9,1998,National Institute of Advanced Industrial Science and Technology (AIST),"Professor Emeritus, The University of Tokyo; Professor, Keio University",,,,,,,,,0.45
1566,11,1998,,,,,,,,,,,0.55
1567,3,1998,,,,,,,,,,,0.15
1569,83,1998,,,,,,,,,,,4.15
1570,3,1998,,,,,,,,,,,0.15
1573,11,1998,,,,,,,,,,,0.55
1574,5,1998,,,,,,,,,,,0.25
1576,66,1998,,,,,,,,,,,3.3
1577,7,1998,"Principal Research Scientist, Dept. of Brain & Cognitive Sciences, CSAIL, MIT",,,,,,,,,,0.35
1579,228,1998,MIT,,,,,,,,,,11.4
1583,16,1998,,,,,,,,,,,0.8
1587,7,1998,"Associate Professor, Department of Neuroscience, University of Arizona",Chief Scientist and President,,,,,,,,,0.35
1588,38,1998,,,,,,,,,,,1.9
1591,80,1998,"Professor of Computer Science, MIT",,,,,,,,,,4.0
1592,22,1998,"Professor of Anthropology, University of Colorado-Denver",,,,,,,,,,1.1
1594,161,1998,Microsoft Research,,,,,,,,,,8.05
1595,4,1998,,,,,,,,,,,0.2
1598,113,1998,"IRIDIA, Université Libre de Bruxelles","Full professor of Machine Learning,  ULB",Professor of Computer Science - Université Libre de Bruxelles,,,,,,,,5.65
1599,136,1998,"Google, Inc.",,,,,,,,,,6.8
1602,13,1999,General Electric,,,,,,,,,,0.6842105263157895
1603,2,1999,,,,,,,,,,,0.10526315789473684
1604,713,1999,,,,,,,,,,,37.526315789473685
1606,287,1999,,,,,,,,,,,15.105263157894736
1607,19,1999,"Professor, The University of Hong Kong","Prof Comp Science, Maynooth University",,,,,,,,,1.0
1608,0,1999,"Associate Professor of School of Industrial Engineering, Eindhoven",KNAW Meertens Institute,,,,,,,,,0.0
1609,303,1999,Stanford,,,,,,,,,,15.947368421052632
1611,1,1999,"Graduate School of Mathematics, Nagoya University",,,,,,,,,,0.05263157894736842
1613,74,1999,Google,,,,,,,,,,3.8947368421052633
1614,72,1999,,,,,,,,,,,3.789473684210526
1615,96,1999,,,,,,,,,,,5.052631578947368
1618,280,1999,,,,,,,,,,,14.736842105263158
1623,14,1999,,,,,,,,,,,0.7368421052631579
1624,448,1999,"Professor, University of Cambridge, and Chief Scientist, Uber",Chicago Trading Company,,,,,,,,,23.57894736842105
1628,23,1999,Tokyo Institute of Technology,,,,,,,,,,1.2105263157894737
1629,21,1999,,,,,,,,,,,1.105263157894737
1631,10,1999,Independent,"Prof Comp Science, Maynooth University",,,,,,,,,0.5263157894736842
1632,18,1999,,,,,,,,,,,0.9473684210526315
1638,15,1999,,,,,,,,,,,0.7894736842105263
1641,400,1999,,,,,,,,,,,21.05263157894737
1642,7,1999,,,,,,,,,,,0.3684210526315789
1645,5,1999,,,,,,,,,,,0.2631578947368421
1648,9,1999,Northwestern University,,,,,,,,,,0.47368421052631576
1651,980,1999,,,,,,,,,,,51.578947368421055
1653,0,1999,"Professor of Cognitive Science, University of Texas at Dallas",,,,,,,,,,0.0
1654,10,1999,,,,,,,,,,,0.5263157894736842
1656,70,1999,,,,,,,,,,,3.6842105263157894
1657,10,1999,,,,,,,,,,,0.5263157894736842
1658,609,1999,"Professor of Computer Science, Hebrew University","Professor of Computer Science, MIT",,,,,,,,,32.05263157894737
1659,35,1999,Apple Inc (Formerly Emotient Inc & UCSD),,,,,,,,,,1.8421052631578947
1662,67,1999,"Professor of Computer Science, University of California Irvine",,,,,,,,,,3.526315789473684
1665,6,1999,,,,,,,,,,,0.3157894736842105
1666,44,1999,,,,,,,,,,,2.3157894736842106
1669,15,1999,"Professor, Cognitive Systems, DTU Compute, Technical University of Denmark",,,,,,,,,,0.7894736842105263
1670,13,1999,"Department of Computer Science, Florida State University",,,,,,,,,,0.6842105263157895
1671,2499,1999,Google,University of Bristol,UCL,,,,,,,,131.52631578947367
1673,444,1999,Research Staff Member at IBM Research,,,,,,,,,,23.36842105263158
1674,10,1999,,,,,,,,,,,0.5263157894736842
1675,10,1999,,,,,,,,,,,0.5263157894736842
1676,47,1999,,,,,,,,,,,2.473684210526316
1677,44,1999,,,,,,,,,,,2.3157894736842106
1678,496,1999,University of California at Merced,"Professor of Computer Science, University of Pennsylvania","Donald Biggar Willet Professor, University of Illinois at Urbana-Champagn",,,,,,,,26.105263157894736
1679,13,1999,,,,,,,,,,,0.6842105263157895
1681,1,1999,,,,,,,,,,,0.05263157894736842
1682,235,1999,,,,,,,,,,,12.368421052631579
1683,0,1999,,,,,,,,,,,0.0
1684,374,1999,Google,,,,,,,,,,19.68421052631579
1685,12,1999,,,,,,,,,,,0.631578947368421
1687,9,1999,,,,,,,,,,,0.47368421052631576
1688,910,1999,,,,,,,,,,,47.89473684210526
1690,21,1999,"Emeritus Professor of Physics, Tel Aviv University",Microsoft,Tel Aviv University,"Chief, Cancer Data Science Lab (CDSL), NCI/NIH",,,,,,,1.105263157894737
1691,26,1999,,,,,,,,,,,1.368421052631579
1694,48,1999,"Professor of Computer Science, Graz University of Technology",,,,,,,,,,2.526315789473684
1695,41,1999,,,,,,,,,,,2.1578947368421053
1696,13,1999,Two Sigma,,,,,,,,,,0.6842105263157895
1697,1,1999,,,,,,,,,,,0.05263157894736842
1704,7,1999,ETH Zurich,,,,,,,,,,0.3684210526315789
1705,157,1999,,,,,,,,,,,8.263157894736842
1706,316,1999,"Associate Professor of Computer Science, University of Basel","Acad. Dir., Bonn Univ.",,,,,,,,,16.63157894736842
1707,44,1999,,,,,,,,,,,2.3157894736842106
1708,1721,1999,"DeepMind and Dept of Computing Science, University of Alberta",,,,,,,,,,90.57894736842105
1709,3,1999,"Research Director, IMBB-FORTH",Professor of Biomedical Engineering and Neuroscience,,,,,,,,,0.15789473684210525
1711,263,1999,,,,,,,,,,,13.842105263157896
1713,5,1999,,,,,,,,,,,0.2631578947368421
1714,7,1999,,,,,,,,,,,0.3684210526315789
1716,822,1999,,,,,,,,,,,43.26315789473684
1717,4,1999,"Director, RIKEN Center for Advanced Intelligence Project / Professor, The University of …",,,,,,,,,,0.21052631578947367
1718,98,1999,,,,,,,,,,,5.157894736842105
1721,23,1999,"Senior Research Scientist, Massachusetts Institute of Technology",,,,,,,,,,1.2105263157894737
1724,20,1999,,,,,,,,,,,1.0526315789473684
1725,37,1999,"Research Scientist, Google DeepMind, and Professor of Computer Science, UCL",Amazon,"Professor, Fakultät IV - Electrical Engineering and Computer Science, Technische …",,,,,,,,1.9473684210526316
1728,14,1999,,,,,,,,,,,0.7368421052631579
1729,2,1999,university of nebraska medical center,,,,,,,,,,0.10526315789473684
1731,21,1999,"The Joseph and Bessie Feinberg Professor, Weizmann Institute of Science","Prof. of Computational Neuroscience, Hebrew University of Jerusalem",,,,,,,,,1.105263157894737
1732,5,1999,Sun Yat-sen University,,,,,,,,,,0.2631578947368421
1734,2,1999,,,,,,,,,,,0.10526315789473684
1736,3,1999,,,,,,,,,,,0.15789473684210525
1737,8,1999,Tel Aviv University,,,,,,,,,,0.42105263157894735
1738,0,1999,University Pompeu Fabra - Center for Brain and Cognition - ICREA,,,,,,,,,,0.0
1740,282,1999,,,,,,,,,,,14.842105263157896
1743,1,1999,,,,,,,,,,,0.05263157894736842
1744,22,1999,"Professor, Marshall School of Business, University of Southern California",Stanford University,,,,,,,,,1.1578947368421053
1746,578,1999,,,,,,,,,,,30.42105263157895
1749,88,1999,"Professor, U. Montreal (Computer Sc. & Op. Res.), Mila, CIFAR, CRM, IVADO, REPARTI …","Research Scientist, Google Brain",,,,,,,,,4.631578947368421
1750,56,1999,"Professor of Computer Science, Carnegie Mellon University",UC Berkeley / ICSI,,,,,,,,,2.9473684210526314
1751,2833,1999,,,,,,,,,,,149.10526315789474
1754,155,2000,"Principal Engineer, Google Inc","CEO and Founder, insitro",,,,,,,,,8.61111111111111
1755,5,2000,,,,,,,,,,,0.2777777777777778
1756,1498,2000,The University of Warwick,UCL,University of Bristol,,,,,,,,83.22222222222223
1757,18,2000,,,,,,,,,,,1.0
1759,35,2000,,,,,,,,,,,1.9444444444444444
1761,3,2000,,,,,,,,,,,0.16666666666666666
1762,0,2000,,,,,,,,,,,0.0
1763,51,2000,University of Cambridge,,,,,,,,,,2.8333333333333335
1764,187,2000,,,,,,,,,,,10.38888888888889
1765,7,2000,,,,,,,,,,,0.3888888888888889
1766,0,2000,,,,,,,,,,,0.0
1767,101,2000,,,,,,,,,,,5.611111111111111
1770,36,2000,"Professor of Electrical Engineering, Technion - Israel Institute of Technology",,,,,,,,,,2.0
1771,1,2000,,,,,,,,,,,0.05555555555555555
1773,521,2000,,,,,,,,,,,28.944444444444443
1774,145,2000,,,,,,,,,,,8.055555555555555
1776,22,2000,Amazon,"Research Scientist, Google DeepMind, and Professor of Computer Science, UCL",,,,,,,,,1.2222222222222223
1779,90,2000,,,,,,,,,,,5.0
1780,171,2000,,,,,,,,,,,9.5
1782,130,2000,,,,,,,,,,,7.222222222222222
1783,34,2000,,,,,,,,,,,1.8888888888888888
1784,10,2000,"Professor of Electrical Engineering, Technion","Professor of Electrical Engineeringe, Technion",,,,,,,,,0.5555555555555556
1785,37,2000,,,,,,,,,,,2.0555555555555554
1787,42,2000,"Professor of Biomedical Engineering, City College of New York, CUNY",SRI International,Columbia University,,,,,,,,2.3333333333333335
1788,22,2000,"Professor of Computer Science, University of California, Irvine",,,,,,,,,,1.2222222222222223
1791,26,2000,"Univerity of Waterloo, Canada",,,,,,,,,,1.4444444444444444
1792,109,2000,,,,,,,,,,,6.055555555555555
1793,2,2000,,,,,,,,,,,0.1111111111111111
1797,476,2000,University of Washington,University of Pennsylvania,,,,,,,,,26.444444444444443
1798,126,2000,,,,,,,,,,,7.0
1799,7,2000,university of Salerno,,,,,,,,,,0.3888888888888889
1800,23,2000,,,,,,,,,,,1.2777777777777777
1802,1,2000,,,,,,,,,,,0.05555555555555555
1803,6,2000,,,,,,,,,,,0.3333333333333333
1804,21,2000,,,,,,,,,,,1.1666666666666667
1811,10,2000,,,,,,,,,,,0.5555555555555556
1812,9,2000,"Professor of Electrical and Computer Engineering, University of California San Diego",,,,,,,,,,0.5
1813,230,2000,,,,,,,,,,,12.777777777777779
1815,18,2000,,,,,,,,,,,1.0
1820,75,2000,,,,,,,,,,,4.166666666666667
1821,7,2000,"Professor of Machine Learning, Johannes Kepler University Linz",,,,,,,,,,0.3888888888888889
1826,8,2000,,,,,,,,,,,0.4444444444444444
1827,19,2000,,,,,,,,,,,1.0555555555555556
1828,8,2000,,,,,,,,,,,0.4444444444444444
1830,16,2000,,,,,,,,,,,0.8888888888888888
1832,25,2000,"Dept. of Brain and Cognitive Sciences, Ben-Gurion University of the Negev, Israel","Professor of Physics, Racah Institute of Physics, Edmond and Lily Safra Center for Brain …",,,,,,,,,1.3888888888888888
1835,4,2000,"Emory University, Physics and Biology",Princeton University,,,,,,,,,0.2222222222222222
1836,14,2000,,,,,,,,,,,0.7777777777777778
1837,120,2000,"Professor of Statistical Machine Learning, Oxford, Research Scientist, DeepMind",,,,,,,,,,6.666666666666667
1838,1039,2000,"Professor of Machine Learning, University of Cambridge","Professor, University of Cambridge, and Chief Scientist, Uber",,,,,,,,,57.72222222222222
1839,118,2000,,,,,,,,,,,6.555555555555555
1840,1165,2000,,,,,,,,,,,64.72222222222223
1841,158,2000,,,,,,,,,,,8.777777777777779
1843,53,2000,"Associate Professor of Computer Science, Columbia University",,,,,,,,,,2.9444444444444446
1844,147,2000,MIT,"Professor of Psychology and Computer Science, Princeton University",,,,,,,,,8.166666666666666
1845,6,2000,,,,,,,,,,,0.3333333333333333
1848,0,2000,"Department of Biology, University of Copenhagen, Genomic Medicine, Rigshospitalet …",,,,,,,,,,0.0
1851,8,2000,,,,,,,,,,,0.4444444444444444
1852,116,2000,,,,,,,,,,,6.444444444444445
1853,65,2000,,,,,,,,,,,3.611111111111111
1854,80,2000,Amazon,"Research Scientist, Google DeepMind, and Professor of Computer Science, UCL",,,,,,,,,4.444444444444445
1856,53,2000,,,,,,,,,,,2.9444444444444446
1857,267,2000,INRIA and Google,,,,,,,,,,14.833333333333334
1859,26,2000,"University of California, Riverside",,,,,,,,,,1.4444444444444444
1860,323,2000,,,,,,,,,,,17.944444444444443
1861,251,2000,,,,,,,,,,,13.944444444444445
1863,67,2000,"Research Scientist, Google DeepMind, and Professor of Computer Science, UCL",Amazon,"Professor of Computer Science, Australian National University; Distinguished Researcher …",,,,,,,,3.7222222222222223
1866,4,2000,,,,,,,,,,,0.2222222222222222
1868,39,2000,,,,,,,,,,,2.1666666666666665
1869,10,2000,,,,,,,,,,,0.5555555555555556
1871,27,2000,,,,,,,,,,,1.5
1872,121,2000,,,,,,,,,,,6.722222222222222
1873,126,2000,Hebrew University / Google,,,,,,,,,,7.0
1874,24,2000,,,,,,,,,,,1.3333333333333333
1876,4,2000,,,,,,,,,,,0.2222222222222222
1877,160,2000,Ludwig Maximilian University of Munich / München (LMU) and Siemens AG,,,,,,,,,,8.88888888888889
1879,284,2000,,,,,,,,,,,15.777777777777779
1880,407,2000,,,,,,,,,,,22.61111111111111
1881,7127,2000,,,,,,,,,,,395.94444444444446
1882,66,2000,ATR Computational Neuroscience Labs,Okinawa Institute of Science and Technology,,,,,,,,,3.6666666666666665
1883,86,2000,,,,,,,,,,,4.777777777777778
1884,15,2000,"Group Leader, University of Zurich/ETH Zurich","Professor of Electrical and Computer Engineering, Franklin W. Olin College of Engineering",,,,,,,,,0.8333333333333334
1888,80,2000,"Lecturer (assistant professor), Department of Economics, University of Melbourne",,,,,,,,,,4.444444444444445
1889,65,2000,"Associate Professor of Computer Science, George Mason University",Montclair State University,National and Kapodistrian University of Athens,,,,,,,,3.611111111111111
1891,31,2000,"The Joseph and Bessie Feinberg Professor, Weizmann Institute of Science",,,,,,,,,,1.7222222222222223
1896,25,2000,,,,,,,,,,,1.3888888888888888
1897,31,2000,,,,,,,,,,,1.7222222222222223
1898,6,2000,,,,,,,,,,,0.3333333333333333
1900,17,2000,Tencent,,,,,,,,,,0.9444444444444444
1902,18,2000,,,,,,,,,,,1.0
1903,4,2000,,,,,,,,,,,0.2222222222222222
1911,75,2001,,,,,,,,,,,4.411764705882353
1917,69,2001,,,,,,,,,,,4.0588235294117645
1918,15,2001,"Research Associate, TU Berlin","Postdoc researcher, TU Berlin","Senior Researcher, Advanced Telecommunications Research Institute International",,,,,,,,0.8823529411764706
1919,77,2001,,,,,,,,,,,4.529411764705882
1920,428,2001,,,,,,,,,,,25.176470588235293
1921,386,2001,,,,,,,,,,,22.705882352941178
1925,88,2001,"Professor of Computer Science, Ecole Polytechnique Federale de Lausanne",,,,,,,,,,5.176470588235294
1929,54,2001,,,,,,,,,,,3.176470588235294
1931,628,2001,Amazon Prime Air,"Researcher, MERL",,,,,,,,,36.94117647058823
1932,22,2001,The Institute of Statistical Mathematics,,,,,,,,,,1.2941176470588236
1933,440,2001,,,,,,,,,,,25.88235294117647
1934,81,2001,,,,,,,,,,,4.764705882352941
1935,6,2001,,,,,,,,,,,0.35294117647058826
1936,411,2001,"Professor of Computer Science, Columbia University; Google NYC",,,,,,,,,,24.176470588235293
1939,205,2001,Director at Amazon,,,,,,,,,,12.058823529411764
1940,67,2001,,,,,,,,,,,3.9411764705882355
1941,25,2001,"Head of Science, UNEP-WCMC and Professor of Conservation Science, University of …","Department of Psychology, University of York",,,,,,,,,1.4705882352941178
1944,23,2001,Zalando Research,"Professor, Fakultät IV - Electrical Engineering and Computer Science, Technische …",,,,,,,,,1.3529411764705883
1945,1133,2001,,,,,,,,,,,66.6470588235294
1947,117,2001,,,,,,,,,,,6.882352941176471
1952,67,2001,,,,,,,,,,,3.9411764705882355
1953,125,2001,"Professor, UCSD",,,,,,,,,,7.352941176470588
1955,12,2001,,,,,,,,,,,0.7058823529411765
1956,27,2001,,,,,,,,,,,1.588235294117647
1957,95,2001,"Research Scientist, Google Brain / Professor, University of Alberta",,,,,,,,,,5.588235294117647
1959,717,2001,"Associate Professor of School of Information Science and Technology, Sun Yat-Sen …",,,,,,,,,,42.1764705882353
1960,11,2001,,,,,,,,,,,0.6470588235294118
1961,4,2001,,,,,,,,,,,0.23529411764705882
1962,117,2001,"Adjunct Professor of Computer Science, Technion - Israel Institute of Technology",,,,,,,,,,6.882352941176471
1963,64,2001,Amazon,"Professor of Computer Science, Australian National University; Distinguished Researcher …",,,,,,,,,3.764705882352941
1966,24,2001,"Professor of Psychology, Cornell University",,,,,,,,,,1.411764705882353
1969,15,2001,"Prof. of Computer Eng., Bogazici University, Istanbul, Turkey",,,,,,,,,,0.8823529411764706
1972,201,2001,"Professor of Computer Science, UC Santa Cruz",,,,,,,,,,11.823529411764707
1973,185,2001,"Professor, GSFS, The University of Tokyo","Senior Researcher, Advanced Telecommunications Research Institute International",,,,,,,,,10.882352941176471
1974,21,2001,,,,,,,,,,,1.2352941176470589
1975,57,2001,,,,,,,,,,,3.3529411764705883
1976,53,2001,"Emeritus Professor of Physics, Tel Aviv University","Machine Learning for Healthcare and Life Sciences group, Haifa Research Lab, IBM",,,,,,,,,3.1176470588235294
1980,39,2001,"Bar Ilan University, NVIDIA",Tel Aviv University,,,,,,,,,2.2941176470588234
1982,7,2001,,,,,,,,,,,0.4117647058823529
1985,175,2001,,,,,,,,,,,10.294117647058824
1987,209,2001,"Emory University, Physics and Biology",,,,,,,,,,12.294117647058824
1988,38,2001,UCL,University of Bristol,,,,,,,,,2.235294117647059
1991,7,2001,,,,,,,,,,,0.4117647058823529
1993,11,2001,,,,,,,,,,,0.6470588235294118
1994,3465,2001,,,,,,,,,,,203.8235294117647
1995,9,2001,"Professor of Computer Science, Ca' Foscari University of Venice",,,,,,,,,,0.5294117647058824
2001,47,2001,University of California at Merced,,,,,,,,,,2.764705882352941
2002,146,2001,,,,,,,,,,,8.588235294117647
2003,1,2001,,,,,,,,,,,0.058823529411764705
2004,169,2001,,,,,,,,,,,9.941176470588236
2005,6,2001,,,,,,,,,,,0.35294117647058826
2006,5,2001,University of Sheffield,,,,,,,,,,0.29411764705882354
2007,18,2001,Professor of Statistical Mechanics,,,,,,,,,,1.0588235294117647
2008,65,2001,,,,,,,,,,,3.823529411764706
2009,17,2001,"Professor of Computer Science, University of Southern California","Professor of Cognitive Biology, Magdeburg",Chief Scientist and President,,,,,,,,1.0
2010,5,2001,,,,,,,,,,,0.29411764705882354
2013,0,2001,,,,,,,,,,,0.0
2015,49,2001,,,,,,,,,,,2.8823529411764706
2017,2,2001,Referral Exchange Inc.,University of Tübingen,,,,,,,,,0.11764705882352941
2018,138,2001,,,,,,,,,,,8.117647058823529
2020,271,2001,,,,,,,,,,,15.941176470588236
2022,30,2001,,,,,,,,,,,1.7647058823529411
2026,10,2001,University of New Hampshire,,,,,,,,,,0.5882352941176471
2029,98,2001,"Computer Science, University of Miami",,,,,,,,,,5.764705882352941
2033,12,2001,,,,,,,,,,,0.7058823529411765
2038,48,2001,,,,,,,,,,,2.823529411764706
2042,41,2001,,,,,,,,,,,2.411764705882353
2045,9,2001,,,,,,,,,,,0.5294117647058824
2047,0,2001,,,,,,,,,,,0.0
2051,5,2001,"Professor of Psychology and Computer Science, Princeton University",MIT,,,,,,,,,0.29411764705882354
2054,14,2001,,,,,,,,,,,0.8235294117647058
2055,679,2001,"Professor of Electrical Engineering, Technion - Israel Institute of Technology",,,,,,,,,,39.94117647058823
2056,37,2001,,,,,,,,,,,2.176470588235294
2060,157,2001,,,,,,,,,,,9.235294117647058
2066,38,2001,,,,,,,,,,,2.235294117647059
2069,3,2001,Amazon,,,,,,,,,,0.17647058823529413
2071,17,2001,,,,,,,,,,,1.0
2072,33,2001,Professor at Heinrich-Heine-Universität Düsseldorf,"Postdoc researcher, TU Berlin","Senior Researcher, Advanced Telecommunications Research Institute International",,,,,,,,1.9411764705882353
2073,139,2001,,,,,,,,,,,8.176470588235293
2074,389,2001,"Amazon Professor of Machine Learning, University of Washington","CEO and Founder, insitro","Professor of Computer Science, Duke University",,,,,,,,22.88235294117647
2075,70,2001,,,,,,,,,,,4.117647058823529
2076,513,2001,"Technische Universität Berlin, Neurotechnology group",,,,,,,,,,30.176470588235293
2077,108,2001,Stanford,Microsoft Research New York,,,,,,,,,6.352941176470588
2078,11,2001,,,,,,,,,,,0.6470588235294118
2079,33,2001,,,,,,,,,,,1.9411764705882353
2082,35,2001,"Professor of Computer Science, MIT",,,,,,,,,,2.0588235294117645
2083,36,2001,,,,,,,,,,,2.1176470588235294
2084,115,2001,"Associate Professor of Computer Science, George Mason University",National and Kapodistrian University of Athens,,,,,,,,,6.764705882352941
2085,8,2001,Interactions Corp,,,,,,,,,,0.47058823529411764
2088,26,2001,,,,,,,,,,,1.5294117647058822
2089,25014,2001,,,,,,,,,,,1471.4117647058824
2090,684,2001,University of Cambridge,,,,,,,,,,40.23529411764706
2091,9,2001,"Visiting Scientist, MIT & Founder, Visionary Systems and Research",,,,,,,,,,0.5294117647058824
2093,1022,2001,"Professor of Computer Science, Columbia University; Google NYC",EY,,,,,,,,,60.11764705882353
2094,38,2001,Research Staff Member at IBM Research,"Professor of Computer Science and Life Sciences, Hebrew University",,,,,,,,,2.235294117647059
2095,76,2001,,,,,,,,,,,4.470588235294118
2096,147,2001,,,,,,,,,,,8.647058823529411
2097,13,2001,,,,,,,,,,,0.7647058823529411
2098,5,2001,,,,,,,,,,,0.29411764705882354
2101,1,2002,,,,,,,,,,,0.0625
2103,200,2002,Microsoft Research New York,UCL,,,,,,,,,12.5
2107,106,2002,"Distinguished Scientist, Microsoft Research, Cambridge, UK",Cambridge University,"Principal Researcher, Machine Learning Group, Microsoft Research Cambridge",,,,,,,,6.625
2110,4,2002,University of Glasgow,,,,,,,,,,0.25
2112,13,2002,Rutgers University,"Professor of Computer Science, Princeton University","Professor of Computer Science, University of Pennsylvania",Santa Fe Institute,University of Connecticut,,,,,,0.8125
2114,10,2002,,,,,,,,,,,0.625
2115,5,2002,"data scientist at knewton, inc",,,,,,,,,,0.3125
2116,38,2002,,,,,,,,,,,2.375
2117,35,2002,,,,,,,,,,,2.1875
2119,63,2002,"Institute of Neuroinformatics, University of Zurich and ETH Zurich",,,,,,,,,,3.9375
2120,48,2002,,,,,,,,,,,3.0
2121,87,2002,,,,,,,,,,,5.4375
2122,31,2002,,,,,,,,,,,1.9375
2123,68,2002,"LL Thurstone Professor of Philosophy & Psychology, Carnegie Mellon University","Professor of Psychology and Computer Science, Princeton University",MIT,,,,,,,,4.25
2124,108,2002,,,,,,,,,,,6.75
2125,161,2002,"Professor Machine Learning, University of Amsterdam",DeepMind,,,,,,,,,10.0625
2126,256,2002,,,,,,,,,,,16.0
2128,36,2002,,,,,,,,,,,2.25
2130,0,2002,,,,,,,,,,,0.0
2131,48,2002,Director at Amazon,,,,,,,,,,3.0
2133,303,2002,,,,,,,,,,,18.9375
2136,156,2002,Google,,,,,,,,,,9.75
2138,20,2002,,,,,,,,,,,1.25
2139,20,2002,"Professor of Computer Science, MIT","Professor of Computer Science, MIT",,,,,,,,,1.25
2140,83,2002,Ottawa Hospital Research Institute,DeepMind and McGill University,,,,,,,,,5.1875
2141,2,2002,,,,,,,,,,,0.125
2142,26,2002,,,,,,,,,,,1.625
2143,184,2002,"Google Research, NY",Interactions Corp,"Professor of Computer Science and Mathematics, Courant Institute of Mathematical …",,,,,,,,11.5
2144,5,2002,,,,,,,,,,,0.3125
2146,105,2002,"Professor of Computer Science, Graz University of Technology",,,,,,,,,,6.5625
2147,114,2002,"Professor of Psychology and Computer Science, Princeton University","University of California, Irvine",,,,,,,,,7.125
2148,74,2002,,,,,,,,,,,4.625
2149,609,2002,,,,,,,,,,,38.0625
2151,1,2002,,,,,,,,,,,0.0625
2154,39,2002,"The Joseph and Bessie Feinberg Professor, Weizmann Institute of Science",Princeton University,,,,,,,,,2.4375
2156,6,2002,,,,,,,,,,,0.375
2157,126,2002,MIT,"Professor of Psychology and Computer Science, Princeton University",,,,,,,,,7.875
2159,7,2002,,,,,,,,,,,0.4375
2160,13,2002,University of Manitoba,,,,,,,,,,0.8125
2162,32,2002,University of Manitoba,,,,,,,,,,2.0
2163,19,2002,,,,,,,,,,,1.1875
2167,22,2002,,,,,,,,,,,1.375
2168,183,2002,Facebook,Google,,,,,,,,,11.4375
2169,373,2002,,,,,,,,,,,23.3125
